,entrez_id,full_validation_dataset,training_set_ratio,validation_set_ratio,test_set_ratio,tissue,cell_count,organism,file_path
1161,28482616,1,0.0,0.0,1.0,colon,16344.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21048015.h5ad
1162,21432173,1,0.0,0.0,1.0,colon,5882.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14977861.h5ad
1163,32775657,1,0.0,0.0,1.0,colon,6019.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459564.h5ad
1164,32160235,1,0.0,0.0,1.0,colon,10433.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23856240.h5ad
1165,32775682,1,0.0,0.0,1.0,colon,4383.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459589.h5ad
1166,28128811,1,0.0,0.0,1.0,colon,5500.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20698936.h5ad
1167,21432138,1,0.0,0.0,1.0,colon,3437.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14977826.h5ad
1168,27624805,1,0.0,0.0,1.0,colon,5242.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20204675.h5ad
1169,32775689,1,0.0,0.0,1.0,colon,4954.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459596.h5ad
1170,21432134,1,0.0,0.0,1.0,colon,6071.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14977822.h5ad
1171,29681763,1,0.0,0.0,1.0,colon,1763.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX11059501.h5ad
1172,23472542,1,0.0,0.0,1.0,colon,1653.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16729884.h5ad
1173,27624803,1,0.0,0.0,1.0,colon,8796.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20204673.h5ad
1174,21432169,1,0.0,0.0,1.0,colon,1058.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14977857.h5ad
1175,21432144,1,0.0,0.0,1.0,colon,7125.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14977832.h5ad
1176,26467080,1,0.0,0.0,1.0,colon,10600.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19247420.h5ad
1177,28878655,1,0.0,0.0,1.0,colon,6204.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21438803.h5ad
1178,21409930,1,0.0,0.0,1.0,pancreas,5238.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14956338.h5ad
1179,32752513,1,0.0,0.0,1.0,pancreas,11450.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24436473.h5ad
1180,31228984,1,0.0,0.0,1.0,pancreas,3334.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23116178.h5ad
1181,10495708,1,0.0,0.0,1.0,pancreas,2478.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX8053799.h5ad
1182,26375747,1,0.0,0.0,1.0,pancreas,27274.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19176927.h5ad
1183,25227771,1,0.0,0.0,1.0,pancreas,9702.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18243181.h5ad
1184,32728062,1,0.0,0.0,1.0,pancreas,4048.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24412171.h5ad
1185,24330716,1,0.0,0.0,1.0,pancreas,6295.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17495382.h5ad
1186,33246266,1,0.0,0.0,1.0,pancreas,19267.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24911528.h5ad
1187,10495704,1,0.0,0.0,1.0,pancreas,9327.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX8053795.h5ad
1188,33523345,1,0.0,0.0,1.0,pancreas,3224.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25183259.h5ad
1189,31054648,1,0.0,0.0,1.0,pancreas,3145.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22984975.h5ad
1190,33523347,1,0.0,0.0,1.0,pancreas,6764.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25183261.h5ad
1191,22681204,1,0.0,0.0,1.0,pancreas,1029.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16005372.h5ad
1192,32728066,1,0.0,0.0,1.0,pancreas,6984.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24412175.h5ad
1193,29234885,1,0.0,0.0,1.0,pancreas,1286.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21607693.h5ad
1194,25815571,1,0.0,0.0,1.0,pancreas,3942.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18735816.h5ad
1195,25362936,1,0.0,0.0,1.0,pancreas,5778.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18348717.h5ad
1196,33523340,1,0.0,0.0,1.0,pancreas,7499.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25183254.h5ad
1197,36162036,1,0.0,0.0,1.0,pancreas,2242.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX26758963.h5ad
1198,32752507,1,0.0,0.0,1.0,pancreas,10809.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24436467.h5ad
1199,10495703,1,0.0,0.0,1.0,pancreas,2843.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX8053794.h5ad
1200,24418625,1,0.0,0.0,1.0,pancreas,6344.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17539837.h5ad
1201,29234879,1,0.0,0.0,1.0,pancreas,2401.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21607687.h5ad
1202,25150072,1,0.0,0.0,1.0,skeletal system,2828.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18167440.h5ad
1203,24996581,1,0.0,0.0,1.0,skeletal system,15563.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18040172.h5ad
1204,25564795,1,0.0,0.0,1.0,skeletal system,5001.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18517368.h5ad
1205,27763039,1,0.0,0.0,1.0,skeletal system,1655.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20341396.h5ad
1206,35849091,1,0.0,0.0,1.0,skeletal system,7617.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX26528763.h5ad
1207,25564786,1,0.0,0.0,1.0,skeletal system,7961.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18517359.h5ad
1208,26831010,1,0.0,0.0,1.0,skeletal system,7582.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX9427782.h5ad
1209,25054517,1,0.0,0.0,1.0,skeletal system,6540.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18087758.h5ad
1210,31857401,1,0.0,0.0,1.0,skeletal system,6106.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23585138.h5ad
1211,32202260,1,0.0,0.0,1.0,skeletal system,9185.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23897472.h5ad
1212,26830997,1,0.0,0.0,1.0,skeletal system,5811.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX9427769.h5ad
1213,25564792,1,0.0,0.0,1.0,skeletal system,8834.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18517365.h5ad
1214,32732831,1,0.0,0.0,1.0,skeletal system,3385.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24416940.h5ad
1215,29461708,1,0.0,0.0,1.0,skeletal system,7357.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21762888.h5ad
1216,31857396,1,0.0,0.0,1.0,skeletal system,10763.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23585133.h5ad
1217,17222865,1,0.0,0.0,1.0,skeletal system,14520.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX6623380.h5ad
1218,30953323,1,0.0,0.0,1.0,skeletal system,2094.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22893422.h5ad
1219,24983138,1,0.0,0.0,1.0,skeletal system,12715.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18026825.h5ad
1220,33481005,1,0.0,0.0,1.0,skeletal system,4532.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25142933.h5ad
1221,25054513,1,0.0,0.0,1.0,skeletal system,7773.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18087754.h5ad
1222,24996584,1,0.0,0.0,1.0,skeletal system,10677.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18040175.h5ad
1223,27535089,1,0.0,0.0,1.0,skeletal system,3591.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20121798.h5ad
1224,24860188,1,0.0,0.0,1.0,skeletal system,19273.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17921166.h5ad
1225,28535812,1,0.0,0.0,1.0,central nervous system,2599.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21101029.h5ad
1226,26781024,1,0.0,0.0,1.0,central nervous system,3337.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19500058.h5ad
1227,31247284,1,0.0,0.0,1.0,central nervous system,1645.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23127861.h5ad
1228,26781034,1,0.0,0.0,1.0,central nervous system,2731.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19500068.h5ad
1229,21998210,1,0.0,0.0,1.0,central nervous system,2995.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX15444248.h5ad
1230,29740786,1,0.0,0.0,1.0,central nervous system,14831.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21870157.h5ad
1231,21262296,1,0.0,0.0,1.0,central nervous system,5627.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14840550.h5ad
1232,26781026,1,0.0,0.0,1.0,central nervous system,3011.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19500060.h5ad
1233,28013471,1,0.0,0.0,1.0,central nervous system,2393.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20585645.h5ad
1234,28013468,1,0.0,0.0,1.0,central nervous system,1326.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20585642.h5ad
1235,32179604,1,0.0,0.0,1.0,central nervous system,25810.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23874879.h5ad
1236,26781027,1,0.0,0.0,1.0,central nervous system,3011.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19500061.h5ad
1237,26275898,1,0.0,0.0,1.0,central nervous system,5147.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19103450.h5ad
1238,21262304,1,0.0,0.0,1.0,central nervous system,7544.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14840558.h5ad
1239,31247289,1,0.0,0.0,1.0,central nervous system,1853.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23127866.h5ad
1240,28013475,1,0.0,0.0,1.0,central nervous system,2393.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20585649.h5ad
1241,21998205,1,0.0,0.0,1.0,central nervous system,4522.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX15444243.h5ad
1242,28013470,1,0.0,0.0,1.0,central nervous system,2115.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20585644.h5ad
1243,36866676,1,0.0,0.0,1.0,central nervous system,11461.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX27324406.h5ad
1244,28013485,1,0.0,0.0,1.0,central nervous system,1114.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20585659.h5ad
1245,32775717,1,0.0,0.0,1.0,small intestine,5386.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459624.h5ad
1246,32775649,1,0.0,0.0,1.0,small intestine,6589.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459556.h5ad
1247,7192339,1,0.0,0.0,1.0,small intestine,5932.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX5317411.h5ad
1248,31055208,1,0.0,0.0,1.0,small intestine,18177.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22985532.h5ad
1249,21910674,1,0.0,0.0,1.0,small intestine,4055.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX15372279.h5ad
1250,27103960,1,0.0,0.0,1.0,small intestine,7659.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19766581.h5ad
1251,23408102,1,0.0,0.0,1.0,small intestine,1241.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16676411.h5ad
1252,23408105,1,0.0,0.0,1.0,small intestine,3630.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16676414.h5ad
1253,31055210,1,0.0,0.0,1.0,small intestine,12802.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22985534.h5ad
1254,29777583,1,0.0,0.0,1.0,small intestine,5009.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21883943.h5ad
1255,32775658,1,0.0,0.0,1.0,small intestine,8480.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459565.h5ad
1256,28595441,1,0.0,0.0,1.0,small intestine,14357.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21160107.h5ad
1257,36609685,1,0.0,0.0,1.0,small intestine,34484.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX27129478.h5ad
1258,32775640,1,0.0,0.0,1.0,small intestine,4589.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459547.h5ad
1259,32775677,1,0.0,0.0,1.0,small intestine,5509.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459584.h5ad
1260,21414924,1,0.0,0.0,1.0,small intestine,1780.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14961332.h5ad
1261,28594803,1,0.0,0.0,1.0,small intestine,3753.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21159469.h5ad
1262,32775641,1,0.0,0.0,1.0,small intestine,2828.0,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24459548.h5ad
